"pair_id","split_original","split_stratified","split_family_ood","source_family","source_kind","input_png","mask_png","density_npy","direction_xy_npy","direction_axis_npy","direction_confidence_npy","boundary_png","centerline_png","color_layer_png","path_order_npy","path_order_preview_png","stitch_type_heuristic_png","entry_exit_keypoints_json","entry_exit_preview_png","direction_axis_preview_png","source_dst","segments","mask_pixels","mask_ratio","mean_direction_confidence","low_direction_confidence_ratio","width_mm","height_mm","aspect_ratio","mm_per_px_est","qa_flags","canonical_split","leakage_if_using_old_pretrain","axis_valid_mask_png","cleaned_color_layer_png","cleaned_color_layer_preview_png","segment_id_map_npy","endpoint_heatmap_npy","entry_exit_per_segment_json","path_graph_json","geometry_graph_preview_png","axis_valid_pixels","axis_valid_coverage_on_mask","path_graph_nodes","path_graph_edges","color_island_removed_pixels","dataset2_qa_flags"
"dst3322_00011_97102237","train","train","train","971","dst_rendered","images\dst3322_00011_97102237.png","labels\dst3322_00011_97102237_mask.png","labels\dst3322_00011_97102237_density.npy","labels\dst3322_00011_97102237_direction_xy.npy","labels\dst3322_00011_97102237_direction_axis.npy","labels\dst3322_00011_97102237_direction_confidence.npy","labels\dst3322_00011_97102237_boundary.png","labels\dst3322_00011_97102237_centerline.png","labels\dst3322_00011_97102237_color_layer.png","labels\dst3322_00011_97102237_path_order.npy","previews\dst3322_00011_97102237_path_order_preview.png","labels\dst3322_00011_97102237_stitch_type_heuristic.png","labels\dst3322_00011_97102237_entry_exit_keypoints.json","previews\dst3322_00011_97102237_entry_exit_preview.png","previews\dst3322_00011_97102237_direction_axis_preview.png","external/raw_embroidery/97102237.DST","1297","10740","0.163879","0.286555","0.375885","50.1","35.5","1.411268","0.219737","","train","False","labels\dst3322_00011_97102237_axis_valid_mask.png","labels\dst3322_00011_97102237_cleaned_color_layer.png","previews\dst3322_00011_97102237_cleaned_color_layer_preview.png","labels\dst3322_00011_97102237_segment_id_map.npy","labels\dst3322_00011_97102237_endpoint_heatmap.npy","graphs\dst3322_00011_97102237_entry_exit_per_segment.json","graphs\dst3322_00011_97102237_path_graph.json","previews\dst3322_00011_97102237_geometry_graph_preview.png","6703","0.624115","3","6","0",""
"dst3322_00012_XH-6919","train","train","train","XH","dst_rendered","images\dst3322_00012_XH-6919.png","labels\dst3322_00012_XH-6919_mask.png","labels\dst3322_00012_XH-6919_density.npy","labels\dst3322_00012_XH-6919_direction_xy.npy","labels\dst3322_00012_XH-6919_direction_axis.npy","labels\dst3322_00012_XH-6919_direction_confidence.npy","labels\dst3322_00012_XH-6919_boundary.png","labels\dst3322_00012_XH-6919_centerline.png","labels\dst3322_00012_XH-6919_color_layer.png","labels\dst3322_00012_XH-6919_path_order.npy","previews\dst3322_00012_XH-6919_path_order_preview.png","labels\dst3322_00012_XH-6919_stitch_type_heuristic.png","labels\dst3322_00012_XH-6919_entry_exit_keypoints.json","previews\dst3322_00012_XH-6919_entry_exit_preview.png","previews\dst3322_00012_XH-6919_direction_axis_preview.png","external/raw_embroidery/XH-6919.DST","1692","36181","0.552078","0.410478","0.277024","25.9","22.9","1.131004","0.113596","","test","True","labels\dst3322_00012_XH-6919_axis_valid_mask.png","labels\dst3322_00012_XH-6919_cleaned_color_layer.png","previews\dst3322_00012_XH-6919_cleaned_color_layer_preview.png","labels\dst3322_00012_XH-6919_segment_id_map.npy","labels\dst3322_00012_XH-6919_endpoint_heatmap.npy","graphs\dst3322_00012_XH-6919_entry_exit_per_segment.json","graphs\dst3322_00012_XH-6919_path_graph.json","previews\dst3322_00012_XH-6919_geometry_graph_preview.png","26158","0.722976","24","96","45","color_islands_cleaned"
"dst3322_00013_STAF3014","train","val","train","STAF","dst_rendered","images\dst3322_00013_STAF3014.png","labels\dst3322_00013_STAF3014_mask.png","labels\dst3322_00013_STAF3014_density.npy","labels\dst3322_00013_STAF3014_direction_xy.npy","labels\dst3322_00013_STAF3014_direction_axis.npy","labels\dst3322_00013_STAF3014_direction_confidence.npy","labels\dst3322_00013_STAF3014_boundary.png","labels\dst3322_00013_STAF3014_centerline.png","labels\dst3322_00013_STAF3014_color_layer.png","labels\dst3322_00013_STAF3014_path_order.npy","previews\dst3322_00013_STAF3014_path_order_preview.png","labels\dst3322_00013_STAF3014_stitch_type_heuristic.png","labels\dst3322_00013_STAF3014_entry_exit_keypoints.json","previews\dst3322_00013_STAF3014_entry_exit_preview.png","previews\dst3322_00013_STAF3014_direction_axis_preview.png","external/raw_embroidery/STAF3014.DST","10735","40861","0.623489","0.114093","0.817724","89.0","68.0","1.308824","0.390351","weak_direction_label","train","False","labels\dst3322_00013_STAF3014_axis_valid_mask.png","labels\dst3322_00013_STAF3014_cleaned_color_layer.png","previews\dst3322_00013_STAF3014_cleaned_color_layer_preview.png","labels\dst3322_00013_STAF3014_segment_id_map.npy","labels\dst3322_00013_STAF3014_endpoint_heatmap.npy","graphs\dst3322_00013_STAF3014_entry_exit_per_segment.json","graphs\dst3322_00013_STAF3014_path_graph.json","previews\dst3322_00013_STAF3014_geometry_graph_preview.png","7448","0.182276","11","44","20","color_islands_cleaned|weak_direction_label"
"dst3322_00014_0808","train","test","train","080","dst_rendered","images\dst3322_00014_0808.png","labels\dst3322_00014_0808_mask.png","labels\dst3322_00014_0808_density.npy","labels\dst3322_00014_0808_direction_xy.npy","labels\dst3322_00014_0808_direction_axis.npy","labels\dst3322_00014_0808_direction_confidence.npy","labels\dst3322_00014_0808_boundary.png","labels\dst3322_00014_0808_centerline.png","labels\dst3322_00014_0808_color_layer.png","labels\dst3322_00014_0808_path_order.npy","previews\dst3322_00014_0808_path_order_preview.png","labels\dst3322_00014_0808_stitch_type_heuristic.png","labels\dst3322_00014_0808_entry_exit_keypoints.json","previews\dst3322_00014_0808_entry_exit_preview.png","previews\dst3322_00014_0808_direction_axis_preview.png","external/raw_embroidery/0808.dst","17243","26695","0.407333","0.161487","0.671924","80.0","111.8","1.3975","0.490351","weak_direction_label","train","False","labels\dst3322_00014_0808_axis_valid_mask.png","labels\dst3322_00014_0808_cleaned_color_layer.png","previews\dst3322_00014_0808_cleaned_color_layer_preview.png","labels\dst3322_00014_0808_segment_id_map.npy","labels\dst3322_00014_0808_endpoint_heatmap.npy","graphs\dst3322_00014_0808_entry_exit_per_segment.json","graphs\dst3322_00014_0808_path_graph.json","previews\dst3322_00014_0808_geometry_graph_preview.png","8758","0.328076","37","148","198","color_islands_cleaned|weak_direction_label"
"dst3322_00015_FRE996C","train","train","train","FRE","dst_rendered","images\dst3322_00015_FRE996C.png","labels\dst3322_00015_FRE996C_mask.png","labels\dst3322_00015_FRE996C_density.npy","labels\dst3322_00015_FRE996C_direction_xy.npy","labels\dst3322_00015_FRE996C_direction_axis.npy","labels\dst3322_00015_FRE996C_direction_confidence.npy","labels\dst3322_00015_FRE996C_boundary.png","labels\dst3322_00015_FRE996C_centerline.png","labels\dst3322_00015_FRE996C_color_layer.png","labels\dst3322_00015_FRE996C_path_order.npy","previews\dst3322_00015_FRE996C_path_order_preview.png","labels\dst3322_00015_FRE996C_stitch_type_heuristic.png","labels\dst3322_00015_FRE996C_entry_exit_keypoints.json","previews\dst3322_00015_FRE996C_entry_exit_preview.png","previews\dst3322_00015_FRE996C_direction_axis_preview.png","external/raw_embroidery/FRE996C.dst","2869","18813","0.287064","0.269132","0.423324","62.6","56.4","1.109929","0.274561","","train","False","labels\dst3322_00015_FRE996C_axis_valid_mask.png","labels\dst3322_00015_FRE996C_cleaned_color_layer.png","previews\dst3322_00015_FRE996C_cleaned_color_layer_preview.png","labels\dst3322_00015_FRE996C_segment_id_map.npy","labels\dst3322_00015_FRE996C_endpoint_heatmap.npy","graphs\dst3322_00015_FRE996C_entry_exit_per_segment.json","graphs\dst3322_00015_FRE996C_path_graph.json","previews\dst3322_00015_FRE996C_geometry_graph_preview.png","10849","0.576676","34","136","10","color_islands_cleaned"
"dst3322_00016_d2471","train","test","ood_test","d","dst_rendered","images\dst3322_00016_d2471.png","labels\dst3322_00016_d2471_mask.png","labels\dst3322_00016_d2471_density.npy","labels\dst3322_00016_d2471_direction_xy.npy","labels\dst3322_00016_d2471_direction_axis.npy","labels\dst3322_00016_d2471_direction_confidence.npy","labels\dst3322_00016_d2471_boundary.png","labels\dst3322_00016_d2471_centerline.png","labels\dst3322_00016_d2471_color_layer.png","labels\dst3322_00016_d2471_path_order.npy","previews\dst3322_00016_d2471_path_order_preview.png","labels\dst3322_00016_d2471_stitch_type_heuristic.png","labels\dst3322_00016_d2471_entry_exit_keypoints.json","previews\dst3322_00016_d2471_entry_exit_preview.png","previews\dst3322_00016_d2471_direction_axis_preview.png","external/raw_embroidery/d2471.dst","5241","8193","0.125015","0.146999","0.82009","96.6","158.0","1.635611","0.692982","weak_direction_label","test","True","labels\dst3322_00016_d2471_axis_valid_mask.png","labels\dst3322_00016_d2471_cleaned_color_layer.png","previews\dst3322_00016_d2471_cleaned_color_layer_preview.png","labels\dst3322_00016_d2471_segment_id_map.npy","labels\dst3322_00016_d2471_endpoint_heatmap.npy","graphs\dst3322_00016_d2471_entry_exit_per_segment.json","graphs\dst3322_00016_d2471_path_graph.json","previews\dst3322_00016_d2471_geometry_graph_preview.png","1474","0.17991","18","72","2","color_islands_cleaned|weak_direction_label"
"dst3322_00017_BADG3054","train","train","train","BADG","dst_rendered","images\dst3322_00017_BADG3054.png","labels\dst3322_00017_BADG3054_mask.png","labels\dst3322_00017_BADG3054_density.npy","labels\dst3322_00017_BADG3054_direction_xy.npy","labels\dst3322_00017_BADG3054_direction_axis.npy","labels\dst3322_00017_BADG3054_direction_confidence.npy","labels\dst3322_00017_BADG3054_boundary.png","labels\dst3322_00017_BADG3054_centerline.png","labels\dst3322_00017_BADG3054_color_layer.png","labels\dst3322_00017_BADG3054_path_order.npy","previews\dst3322_00017_BADG3054_path_order_preview.png","labels\dst3322_00017_BADG3054_stitch_type_heuristic.png","labels\dst3322_00017_BADG3054_entry_exit_keypoints.json","previews\dst3322_00017_BADG3054_entry_exit_preview.png","previews\dst3322_00017_BADG3054_direction_axis_preview.png","external/raw_embroidery/BADG3054.DST","747","21709","0.331253","0.602816","0.203602","18.9","18.7","1.010695","0.082895","","train","False","labels\dst3322_00017_BADG3054_axis_valid_mask.png","labels\dst3322_00017_BADG3054_cleaned_color_layer.png","previews\dst3322_00017_BADG3054_cleaned_color_layer_preview.png","labels\dst3322_00017_BADG3054_segment_id_map.npy","labels\dst3322_00017_BADG3054_endpoint_heatmap.npy","graphs\dst3322_00017_BADG3054_entry_exit_per_segment.json","graphs\dst3322_00017_BADG3054_path_graph.json","previews\dst3322_00017_BADG3054_geometry_graph_preview.png","17289","0.796398","1","0","0",""
"dst3322_00018_ANIW1044","train","test","ood_test","ANIW","dst_rendered","images\dst3322_00018_ANIW1044.png","labels\dst3322_00018_ANIW1044_mask.png","labels\dst3322_00018_ANIW1044_density.npy","labels\dst3322_00018_ANIW1044_direction_xy.npy","labels\dst3322_00018_ANIW1044_direction_axis.npy","labels\dst3322_00018_ANIW1044_direction_confidence.npy","labels\dst3322_00018_ANIW1044_boundary.png","labels\dst3322_00018_ANIW1044_centerline.png","labels\dst3322_00018_ANIW1044_color_layer.png","labels\dst3322_00018_ANIW1044_path_order.npy","previews\dst3322_00018_ANIW1044_path_order_preview.png","labels\dst3322_00018_ANIW1044_stitch_type_heuristic.png","labels\dst3322_00018_ANIW1044_entry_exit_keypoints.json","previews\dst3322_00018_ANIW1044_entry_exit_preview.png","previews\dst3322_00018_ANIW1044_direction_axis_preview.png","external/raw_embroidery/ANIW1044.DST","4559","32093","0.4897","0.230695","0.48026","43.1","38.8","1.110825","0.189035","","train","False","labels\dst3322_00018_ANIW1044_axis_valid_mask.png","labels\dst3322_00018_ANIW1044_cleaned_color_layer.png","previews\dst3322_00018_ANIW1044_cleaned_color_layer_preview.png","labels\dst3322_00018_ANIW1044_segment_id_map.npy","labels\dst3322_00018_ANIW1044_endpoint_heatmap.npy","graphs\dst3322_00018_ANIW1044_entry_exit_per_segment.json","graphs\dst3322_00018_ANIW1044_path_graph.json","previews\dst3322_00018_ANIW1044_geometry_graph_preview.png","16680","0.51974","139","556","149","color_islands_cleaned"
"dst3322_00019_BORA3002","train","train","train","BORA","dst_rendered","images\dst3322_00019_BORA3002.png","labels\dst3322_00019_BORA3002_mask.png","labels\dst3322_00019_BORA3002_density.npy","labels\dst3322_00019_BORA3002_direction_xy.npy","labels\dst3322_00019_BORA3002_direction_axis.npy","labels\dst3322_00019_BORA3002_direction_confidence.npy","labels\dst3322_00019_BORA3002_boundary.png","labels\dst3322_00019_BORA3002_centerline.png","labels\dst3322_00019_BORA3002_color_layer.png","labels\dst3322_00019_BORA3002_path_order.npy","previews\dst3322_00019_BORA3002_path_order_preview.png","labels\dst3322_00019_BORA3002_stitch_type_heuristic.png","labels\dst3322_00019_BORA3002_entry_exit_keypoints.json","previews\dst3322_00019_BORA3002_entry_exit_preview.png","previews\dst3322_00019_BORA3002_direction_axis_preview.png","external/raw_embroidery/BORA3002.DST","2213","8411","0.128342","0.263335","0.555463","74.8","72.0","1.038889","0.32807","weak_direction_label","test","True","labels\dst3322_00019_BORA3002_axis_valid_mask.png","labels\dst3322_00019_BORA3002_cleaned_color_layer.png","previews\dst3322_00019_BORA3002_cleaned_color_layer_preview.png","labels\dst3322_00019_BORA3002_segment_id_map.npy","labels\dst3322_00019_BORA3002_endpoint_heatmap.npy","graphs\dst3322_00019_BORA3002_entry_exit_per_segment.json","graphs\dst3322_00019_BORA3002_path_graph.json","previews\dst3322_00019_BORA3002_geometry_graph_preview.png","3739","0.444537","24","96","29","color_islands_cleaned|weak_direction_label"
"dst3322_00020_CHIB3017","train","train","train","CHIB","dst_rendered","images\dst3322_00020_CHIB3017.png","labels\dst3322_00020_CHIB3017_mask.png","labels\dst3322_00020_CHIB3017_density.npy","labels\dst3322_00020_CHIB3017_direction_xy.npy","labels\dst3322_00020_CHIB3017_direction_axis.npy","labels\dst3322_00020_CHIB3017_direction_confidence.npy","labels\dst3322_00020_CHIB3017_boundary.png","labels\dst3322_00020_CHIB3017_centerline.png","labels\dst3322_00020_CHIB3017_color_layer.png","labels\dst3322_00020_CHIB3017_path_order.npy","previews\dst3322_00020_CHIB3017_path_order_preview.png","labels\dst3322_00020_CHIB3017_stitch_type_heuristic.png","labels\dst3322_00020_CHIB3017_entry_exit_keypoints.json","previews\dst3322_00020_CHIB3017_entry_exit_preview.png","previews\dst3322_00020_CHIB3017_direction_axis_preview.png","external/raw_embroidery/CHIB3017.DST","6004","20464","0.312256","0.23839","0.4806","47.9","75.3","1.572025","0.330263","","train","False","labels\dst3322_00020_CHIB3017_axis_valid_mask.png","labels\dst3322_00020_CHIB3017_cleaned_color_layer.png","previews\dst3322_00020_CHIB3017_cleaned_color_layer_preview.png","labels\dst3322_00020_CHIB3017_segment_id_map.npy","labels\dst3322_00020_CHIB3017_endpoint_heatmap.npy","graphs\dst3322_00020_CHIB3017_entry_exit_per_segment.json","graphs\dst3322_00020_CHIB3017_path_graph.json","previews\dst3322_00020_CHIB3017_geometry_graph_preview.png","10629","0.5194","64","256","370","color_islands_cleaned"
"dst3322_00021_design","train","train","ood_test","狼和女","dst_rendered","images\dst3322_00021_design.png","labels\dst3322_00021_design_mask.png","labels\dst3322_00021_design_density.npy","labels\dst3322_00021_design_direction_xy.npy","labels\dst3322_00021_design_direction_axis.npy","labels\dst3322_00021_design_direction_confidence.npy","labels\dst3322_00021_design_boundary.png","labels\dst3322_00021_design_centerline.png","labels\dst3322_00021_design_color_layer.png","labels\dst3322_00021_design_path_order.npy","previews\dst3322_00021_design_path_order_preview.png","labels\dst3322_00021_design_stitch_type_heuristic.png","labels\dst3322_00021_design_entry_exit_keypoints.json","previews\dst3322_00021_design_entry_exit_preview.png","previews\dst3322_00021_design_direction_axis_preview.png","external/raw_embroidery/狼和女孩.dst","8806","14254","0.217499","0.145752","0.7299","98.6","69.7","1.414634","0.432456","weak_direction_label","val","True","labels\dst3322_00021_design_axis_valid_mask.png","labels\dst3322_00021_design_cleaned_color_layer.png","previews\dst3322_00021_design_cleaned_color_layer_preview.png","labels\dst3322_00021_design_segment_id_map.npy","labels\dst3322_00021_design_endpoint_heatmap.npy","graphs\dst3322_00021_design_entry_exit_per_segment.json","graphs\dst3322_00021_design_path_graph.json","previews\dst3322_00021_design_geometry_graph_preview.png","3850","0.2701","1","0","0","weak_direction_label"
"dst3322_00022_20","train","train","train","20","dst_rendered","images\dst3322_00022_20.png","labels\dst3322_00022_20_mask.png","labels\dst3322_00022_20_density.npy","labels\dst3322_00022_20_direction_xy.npy","labels\dst3322_00022_20_direction_axis.npy","labels\dst3322_00022_20_direction_confidence.npy","labels\dst3322_00022_20_boundary.png","labels\dst3322_00022_20_centerline.png","labels\dst3322_00022_20_color_layer.png","labels\dst3322_00022_20_path_order.npy","previews\dst3322_00022_20_path_order_preview.png","labels\dst3322_00022_20_stitch_type_heuristic.png","labels\dst3322_00022_20_entry_exit_keypoints.json","previews\dst3322_00022_20_entry_exit_preview.png","previews\dst3322_00022_20_direction_axis_preview.png","external/raw_embroidery/20.dst","5614","20202","0.308258","0.196796","0.580042","94.0","55.7","1.687612","0.412281","weak_direction_label","train","False","labels\dst3322_00022_20_axis_valid_mask.png","labels\dst3322_00022_20_cleaned_color_layer.png","previews\dst3322_00022_20_cleaned_color_layer_preview.png","labels\dst3322_00022_20_segment_id_map.npy","labels\dst3322_00022_20_endpoint_heatmap.npy","graphs\dst3322_00022_20_entry_exit_per_segment.json","graphs\dst3322_00022_20_path_graph.json","previews\dst3322_00022_20_geometry_graph_preview.png","8484","0.419958","3","6","4","color_islands_cleaned|weak_direction_label"
"dst3322_00023_0807","train","train","train","080","dst_rendered","images\dst3322_00023_0807.png","labels\dst3322_00023_0807_mask.png","labels\dst3322_00023_0807_density.npy","labels\dst3322_00023_0807_direction_xy.npy","labels\dst3322_00023_0807_direction_axis.npy","labels\dst3322_00023_0807_direction_confidence.npy","labels\dst3322_00023_0807_boundary.png","labels\dst3322_00023_0807_centerline.png","labels\dst3322_00023_0807_color_layer.png","labels\dst3322_00023_0807_path_order.npy","previews\dst3322_00023_0807_path_order_preview.png","labels\dst3322_00023_0807_stitch_type_heuristic.png","labels\dst3322_00023_0807_entry_exit_keypoints.json","previews\dst3322_00023_0807_entry_exit_preview.png","previews\dst3322_00023_0807_direction_axis_preview.png","external/raw_embroidery/0807.dst","15921","27652","0.421936","0.146969","0.719478","84.3","114.2","1.354686","0.500877","weak_direction_label","train","False","labels\dst3322_00023_0807_axis_valid_mask.png","labels\dst3322_00023_0807_cleaned_color_layer.png","previews\dst3322_00023_0807_cleaned_color_layer_preview.png","labels\dst3322_00023_0807_segment_id_map.npy","labels\dst3322_00023_0807_endpoint_heatmap.npy","graphs\dst3322_00023_0807_entry_exit_per_segment.json","graphs\dst3322_00023_0807_path_graph.json","previews\dst3322_00023_0807_geometry_graph_preview.png","7757","0.280522","34","136","148","color_islands_cleaned|weak_direction_label"
"dst3322_00024_ANIW1023","train","test","ood_test","ANIW","dst_rendered","images\dst3322_00024_ANIW1023.png","labels\dst3322_00024_ANIW1023_mask.png","labels\dst3322_00024_ANIW1023_density.npy","labels\dst3322_00024_ANIW1023_direction_xy.npy","labels\dst3322_00024_ANIW1023_direction_axis.npy","labels\dst3322_00024_ANIW1023_direction_confidence.npy","labels\dst3322_00024_ANIW1023_boundary.png","labels\dst3322_00024_ANIW1023_centerline.png","labels\dst3322_00024_ANIW1023_color_layer.png","labels\dst3322_00024_ANIW1023_path_order.npy","previews\dst3322_00024_ANIW1023_path_order_preview.png","labels\dst3322_00024_ANIW1023_stitch_type_heuristic.png","labels\dst3322_00024_ANIW1023_entry_exit_keypoints.json","previews\dst3322_00024_ANIW1023_entry_exit_preview.png","previews\dst3322_00024_ANIW1023_direction_axis_preview.png","external/raw_embroidery/ANIW1023.DST","3917","20410","0.311432","0.209308","0.537727","51.8","34.3","1.510204","0.227193","weak_direction_label","train","False","labels\dst3322_00024_ANIW1023_axis_valid_mask.png","labels\dst3322_00024_ANIW1023_cleaned_color_layer.png","previews\dst3322_00024_ANIW1023_cleaned_color_layer_preview.png","labels\dst3322_00024_ANIW1023_segment_id_map.npy","labels\dst3322_00024_ANIW1023_endpoint_heatmap.npy","graphs\dst3322_00024_ANIW1023_entry_exit_per_segment.json","graphs\dst3322_00024_ANIW1023_path_graph.json","previews\dst3322_00024_ANIW1023_geometry_graph_preview.png","9435","0.462273","27","108","106","color_islands_cleaned|weak_direction_label"
"dst3322_00025_D1856","train","train","train","D","dst_rendered","images\dst3322_00025_D1856.png","labels\dst3322_00025_D1856_mask.png","labels\dst3322_00025_D1856_density.npy","labels\dst3322_00025_D1856_direction_xy.npy","labels\dst3322_00025_D1856_direction_axis.npy","labels\dst3322_00025_D1856_direction_confidence.npy","labels\dst3322_00025_D1856_boundary.png","labels\dst3322_00025_D1856_centerline.png","labels\dst3322_00025_D1856_color_layer.png","labels\dst3322_00025_D1856_path_order.npy","previews\dst3322_00025_D1856_path_order_preview.png","labels\dst3322_00025_D1856_stitch_type_heuristic.png","labels\dst3322_00025_D1856_entry_exit_keypoints.json","previews\dst3322_00025_D1856_entry_exit_preview.png","previews\dst3322_00025_D1856_direction_axis_preview.png","external/raw_embroidery/D1856.dst","19517","14628","0.223206","0.107394","0.848031","236.0","139.0","1.697842","1.035088","weak_direction_label","val","True","labels\dst3322_00025_D1856_axis_valid_mask.png","labels\dst3322_00025_D1856_cleaned_color_layer.png","previews\dst3322_00025_D1856_cleaned_color_layer_preview.png","labels\dst3322_00025_D1856_segment_id_map.npy","labels\dst3322_00025_D1856_endpoint_heatmap.npy","graphs\dst3322_00025_D1856_entry_exit_per_segment.json","graphs\dst3322_00025_D1856_path_graph.json","previews\dst3322_00025_D1856_geometry_graph_preview.png","2223","0.151969","128","512","285","color_islands_cleaned|weak_direction_label"
"dst3322_00026_d3134","train","val","ood_test","d","dst_rendered","images\dst3322_00026_d3134.png","labels\dst3322_00026_d3134_mask.png","labels\dst3322_00026_d3134_density.npy","labels\dst3322_00026_d3134_direction_xy.npy","labels\dst3322_00026_d3134_direction_axis.npy","labels\dst3322_00026_d3134_direction_confidence.npy","labels\dst3322_00026_d3134_boundary.png","labels\dst3322_00026_d3134_centerline.png","labels\dst3322_00026_d3134_color_layer.png","labels\dst3322_00026_d3134_path_order.npy","previews\dst3322_00026_d3134_path_order_preview.png","labels\dst3322_00026_d3134_stitch_type_heuristic.png","labels\dst3322_00026_d3134_entry_exit_keypoints.json","previews\dst3322_00026_d3134_entry_exit_preview.png","previews\dst3322_00026_d3134_direction_axis_preview.png","external/raw_embroidery/d3134.dst","4642","18453","0.28157","0.180182","0.620441","92.4","93.7","1.014069","0.410965","weak_direction_label","train","False","labels\dst3322_00026_d3134_axis_valid_mask.png","labels\dst3322_00026_d3134_cleaned_color_layer.png","previews\dst3322_00026_d3134_cleaned_color_layer_preview.png","labels\dst3322_00026_d3134_segment_id_map.npy","labels\dst3322_00026_d3134_endpoint_heatmap.npy","graphs\dst3322_00026_d3134_entry_exit_per_segment.json","graphs\dst3322_00026_d3134_path_graph.json","previews\dst3322_00026_d3134_geometry_graph_preview.png","7004","0.379559","54","216","221","color_islands_cleaned|weak_direction_label"
"dst3322_00027_PLFL4021","train","train","train","PLFL","dst_rendered","images\dst3322_00027_PLFL4021.png","labels\dst3322_00027_PLFL4021_mask.png","labels\dst3322_00027_PLFL4021_density.npy","labels\dst3322_00027_PLFL4021_direction_xy.npy","labels\dst3322_00027_PLFL4021_direction_axis.npy","labels\dst3322_00027_PLFL4021_direction_confidence.npy","labels\dst3322_00027_PLFL4021_boundary.png","labels\dst3322_00027_PLFL4021_centerline.png","labels\dst3322_00027_PLFL4021_color_layer.png","labels\dst3322_00027_PLFL4021_path_order.npy","previews\dst3322_00027_PLFL4021_path_order_preview.png","labels\dst3322_00027_PLFL4021_stitch_type_heuristic.png","labels\dst3322_00027_PLFL4021_entry_exit_keypoints.json","previews\dst3322_00027_PLFL4021_entry_exit_preview.png","previews\dst3322_00027_PLFL4021_direction_axis_preview.png","external/raw_embroidery/PLFL4021.dst","34113","29104","0.444092","0.119449","0.847719","152.4","132.8","1.14759","0.668421","weak_direction_label|high_complexity","train","False","labels\dst3322_00027_PLFL4021_axis_valid_mask.png","labels\dst3322_00027_PLFL4021_cleaned_color_layer.png","previews\dst3322_00027_PLFL4021_cleaned_color_layer_preview.png","labels\dst3322_00027_PLFL4021_segment_id_map.npy","labels\dst3322_00027_PLFL4021_endpoint_heatmap.npy","graphs\dst3322_00027_PLFL4021_entry_exit_per_segment.json","graphs\dst3322_00027_PLFL4021_path_graph.json","previews\dst3322_00027_PLFL4021_geometry_graph_preview.png","4432","0.152281","7","28","7","color_islands_cleaned|high_complexity|weak_direction_label"
"dst3322_00028_D1873","train","test","train","D","dst_rendered","images\dst3322_00028_D1873.png","labels\dst3322_00028_D1873_mask.png","labels\dst3322_00028_D1873_density.npy","labels\dst3322_00028_D1873_direction_xy.npy","labels\dst3322_00028_D1873_direction_axis.npy","labels\dst3322_00028_D1873_direction_confidence.npy","labels\dst3322_00028_D1873_boundary.png","labels\dst3322_00028_D1873_centerline.png","labels\dst3322_00028_D1873_color_layer.png","labels\dst3322_00028_D1873_path_order.npy","previews\dst3322_00028_D1873_path_order_preview.png","labels\dst3322_00028_D1873_stitch_type_heuristic.png","labels\dst3322_00028_D1873_entry_exit_keypoints.json","previews\dst3322_00028_D1873_entry_exit_preview.png","previews\dst3322_00028_D1873_direction_axis_preview.png","external/raw_embroidery/D1873.dst","4928","4556","0.069519","0.124013","0.839113","165.0","255.4","1.547879","1.120175","sparse_mask|weak_direction_label","train","False","labels\dst3322_00028_D1873_axis_valid_mask.png","labels\dst3322_00028_D1873_cleaned_color_layer.png","previews\dst3322_00028_D1873_cleaned_color_layer_preview.png","labels\dst3322_00028_D1873_segment_id_map.npy","labels\dst3322_00028_D1873_endpoint_heatmap.npy","graphs\dst3322_00028_D1873_entry_exit_per_segment.json","graphs\dst3322_00028_D1873_path_graph.json","previews\dst3322_00028_D1873_geometry_graph_preview.png","733","0.160887","14","56","10","color_islands_cleaned|sparse_mask|weak_direction_label"
"dst3322_00029_BADG3013","train","train","train","BADG","dst_rendered","images\dst3322_00029_BADG3013.png","labels\dst3322_00029_BADG3013_mask.png","labels\dst3322_00029_BADG3013_density.npy","labels\dst3322_00029_BADG3013_direction_xy.npy","labels\dst3322_00029_BADG3013_direction_axis.npy","labels\dst3322_00029_BADG3013_direction_confidence.npy","labels\dst3322_00029_BADG3013_boundary.png","labels\dst3322_00029_BADG3013_centerline.png","labels\dst3322_00029_BADG3013_color_layer.png","labels\dst3322_00029_BADG3013_path_order.npy","previews\dst3322_00029_BADG3013_path_order_preview.png","labels\dst3322_00029_BADG3013_stitch_type_heuristic.png","labels\dst3322_00029_BADG3013_entry_exit_keypoints.json","previews\dst3322_00029_BADG3013_entry_exit_preview.png","previews\dst3322_00029_BADG3013_direction_axis_preview.png","external/raw_embroidery/BADG3013.DST","12196","30365","0.463333","0.206587","0.54194","56.7","74.3","1.310406","0.325877","weak_direction_label","train","False","labels\dst3322_00029_BADG3013_axis_valid_mask.png","labels\dst3322_00029_BADG3013_cleaned_color_layer.png","previews\dst3322_00029_BADG3013_cleaned_color_layer_preview.png","labels\dst3322_00029_BADG3013_segment_id_map.npy","labels\dst3322_00029_BADG3013_endpoint_heatmap.npy","graphs\dst3322_00029_BADG3013_entry_exit_per_segment.json","graphs\dst3322_00029_BADG3013_path_graph.json","previews\dst3322_00029_BADG3013_geometry_graph_preview.png","13909","0.45806","20","80","102","color_islands_cleaned|weak_direction_label"
