sample_id,decision_id,selected_node,oracle_node,correct,oracle_rank,candidate_count,selected_utility
pair006,pair006:task17:step5,11,11,True,1,12,3.28185529
pair006,pair006:task17:step6,10,10,True,1,11,3.3970248
pair006,pair006:task17:step7,9,9,True,1,10,3.39950658
pair006,pair006:task17:step8,8,8,True,1,9,3.39710425
pair006,pair006:task17:step9,7,7,True,1,8,3.39958799
pair006,pair006:task18:step1,1,1,True,1,9,3.34641197
pair006,pair006:task18:step2,2,2,True,1,8,3.35170628
pair006,pair006:task18:step3,3,3,True,1,7,3.3675493
pair006,pair006:task18:step4,4,4,True,1,6,3.35176476
pair006,pair006:task18:step5,5,5,True,1,5,3.36760788
pair006,pair006:task18:step6,6,6,True,1,4,3.35182783
pair006,pair006:task18:step7,7,7,True,1,3,3.36767828
pair006,pair006:task18:step8,8,9,False,2,2,3.17776121
pair006,pair006:task18:step9,8,8,True,1,1,3.31177058
pair006,pair006:task1:step1,64,64,True,1,69,4.07842622
pair006,pair006:task1:step10,58,68,False,8,60,3.87847528
pair006,pair006:task1:step11,67,69,False,3,59,4.00881036
pair006,pair006:task1:step12,67,66,False,2,58,2.95724534
pair006,pair006:task1:step13,67,67,True,1,57,4.02572327
pair006,pair006:task1:step14,54,60,False,11,56,3.40422618
pair006,pair006:task1:step15,59,59,True,1,55,3.81133535
pair006,pair006:task1:step16,58,58,True,1,54,3.84689314
pair006,pair006:task1:step17,55,50,False,3,53,3.52796272
pair006,pair006:task1:step18,49,49,True,1,52,4.00906566
pair006,pair006:task1:step19,48,48,True,1,51,4.07103617
pair006,pair006:task1:step2,65,65,True,1,68,4.07565369
pair006,pair006:task1:step20,47,47,True,1,50,4.05328809
pair006,pair006:task1:step21,46,46,True,1,49,4.09260615
pair006,pair006:task1:step22,45,45,True,1,48,3.79644694
pair006,pair006:task1:step23,44,55,False,26,47,3.97115899
pair006,pair006:task1:step24,54,54,True,1,46,3.83751551
pair006,pair006:task1:step25,44,44,True,1,45,2.87680793
pair006,pair006:task1:step26,43,43,True,1,44,4.02379195
pair006,pair006:task1:step27,42,38,False,6,43,3.9848302
pair006,pair006:task1:step28,39,39,True,1,42,3.72881385
pair006,pair006:task1:step29,40,40,True,1,41,3.69312918
pair006,pair006:task1:step3,66,56,False,10,67,4.06568569
pair006,pair006:task1:step30,41,41,True,1,40,3.81411504
pair006,pair006:task1:step31,42,42,True,1,39,3.92160401
pair006,pair006:task1:step32,37,34,False,6,38,3.37506014
pair006,pair006:task1:step33,36,36,True,1,37,3.58848238
pair006,pair006:task1:step34,37,35,False,2,36,3.71469427
pair006,pair006:task1:step35,32,32,True,1,35,3.41116696
pair006,pair006:task1:step36,37,28,False,3,34,3.55244467
pair006,pair006:task1:step37,30,30,True,1,33,3.42454661
pair006,pair006:task1:step38,29,37,False,8,32,3.44944057
pair006,pair006:task1:step39,33,29,False,3,31,3.29327321
pair006,pair006:task1:step4,55,62,False,4,66,3.79187238
pair006,pair006:task1:step40,26,26,True,1,30,3.44887954
pair006,pair006:task1:step41,25,25,True,1,29,3.39826198
pair006,pair006:task1:step42,24,24,True,1,28,3.41559122
pair006,pair006:task1:step43,23,23,True,1,27,3.34366433
pair006,pair006:task1:step44,22,22,True,1,26,3.4938316
pair006,pair006:task1:step45,21,21,True,1,25,3.44761204
pair006,pair006:task1:step46,20,20,True,1,24,3.4566475
pair006,pair006:task1:step47,19,19,True,1,23,3.47911641
pair006,pair006:task1:step48,18,18,True,1,22,3.49182863
pair006,pair006:task1:step49,17,17,True,1,21,3.43232697
pair006,pair006:task1:step5,61,61,True,1,65,3.79023665
pair006,pair006:task1:step50,16,16,True,1,20,3.43923777
pair006,pair006:task1:step51,15,15,True,1,19,3.35429185
pair006,pair006:task1:step52,14,14,True,1,18,3.20304002
pair006,pair006:task1:step53,13,12,False,2,17,3.3459429
pair006,pair006:task1:step54,11,13,False,2,16,3.42261041
pair006,pair006:task1:step55,11,11,True,1,15,3.28370301
pair006,pair006:task1:step56,10,10,True,1,14,3.30804906
pair006,pair006:task1:step57,9,9,True,1,13,3.36259403
pair006,pair006:task1:step58,6,7,False,2,12,3.30823944
pair006,pair006:task1:step59,6,8,False,5,11,3.5886982
pair006,pair006:task1:step6,60,53,False,10,64,3.79560502
pair006,pair006:task1:step60,6,6,True,1,10,3.25676367
pair006,pair006:task1:step61,5,5,True,1,9,3.54680995
pair006,pair006:task1:step62,4,4,True,1,8,3.54840873
pair006,pair006:task1:step63,3,2,False,4,7,3.42708519
pair006,pair006:task1:step64,1,1,True,1,6,3.53411998
pair006,pair006:task1:step65,0,0,True,1,5,3.4998261
pair006,pair006:task1:step66,3,3,True,1,4,3.38229134
pair006,pair006:task1:step67,31,31,True,1,3,1.89131587
pair006,pair006:task1:step68,33,33,True,1,2,3.3390239
pair006,pair006:task1:step69,27,27,True,1,1,3.09949495
pair006,pair006:task1:step7,52,52,True,1,63,4.03261287
pair006,pair006:task1:step8,51,51,True,1,62,4.01554925
pair006,pair006:task1:step9,49,57,False,8,61,4.01245056
pair006,pair006:task20:step1,6,8,False,2,11,3.4366138
pair006,pair006:task20:step10,10,10,True,1,2,2.5381521
pair006,pair006:task20:step11,11,11,True,1,1,3.38308235
pair006,pair006:task20:step2,9,9,True,1,10,3.37892219
pair006,pair006:task20:step3,6,6,True,1,9,3.26203943
pair006,pair006:task20:step4,5,5,True,1,8,3.33981702
pair006,pair006:task20:step5,4,4,True,1,7,3.29656125
pair006,pair006:task20:step6,3,3,True,1,6,3.33534018
pair006,pair006:task20:step7,2,2,True,1,5,3.28949901
pair006,pair006:task20:step8,1,1,True,1,4,3.38547198
pair006,pair006:task20:step9,0,0,True,1,3,3.35996415
pair006,pair006:task21:step1,1,1,True,1,7,3.38346625
pair006,pair006:task21:step2,0,0,True,1,6,3.40301114
pair006,pair006:task21:step3,3,5,False,4,5,3.06804635
pair006,pair006:task21:step4,4,6,False,2,4,3.49990669
pair006,pair006:task21:step5,7,7,True,1,3,3.4125177
pair006,pair006:task21:step6,4,4,True,1,2,3.31033612
pair006,pair006:task21:step7,3,3,True,1,1,3.47279098
pair006,pair006:task23:step1,1,1,True,1,6,3.45517255
pair006,pair006:task23:step2,0,0,True,1,5,3.41593985
pair006,pair006:task23:step3,3,3,True,1,4,3.20843791
pair006,pair006:task23:step4,4,4,True,1,3,3.25280392
pair006,pair006:task23:step5,5,5,True,1,2,3.35253098
pair006,pair006:task23:step6,6,6,True,1,1,3.25623161
pair006,pair006:task25:step1,10,12,False,3,12,3.31637217
pair006,pair006:task25:step10,1,1,True,1,3,3.3677535
pair006,pair006:task25:step11,2,0,False,2,2,3.3504727
pair006,pair006:task25:step12,2,2,True,1,1,3.34579378
pair006,pair006:task25:step2,10,10,True,1,11,3.28472803
pair006,pair006:task25:step3,9,9,True,1,10,3.52403852
pair006,pair006:task25:step4,8,8,True,1,9,3.59192687
pair006,pair006:task25:step5,7,7,True,1,8,3.45555366
pair006,pair006:task25:step6,6,6,True,1,7,3.33929582
pair006,pair006:task25:step7,5,5,True,1,6,3.37635593
pair006,pair006:task25:step8,1,4,False,3,5,3.24679437
pair006,pair006:task25:step9,3,3,True,1,4,3.4856148
pair006,pair006:task7:step1,3,3,True,1,3,3.29582494
pair006,pair006:task7:step2,1,1,True,1,2,3.06176409
pair006,pair006:task7:step3,0,0,True,1,1,3.39982469
pair008,pair008:task36:step1,3,5,False,2,8,3.31856353
pair008,pair008:task36:step2,3,3,True,1,7,3.20958377
pair008,pair008:task36:step3,2,2,True,1,6,3.32593365
pair008,pair008:task36:step4,1,1,True,1,5,3.29175991
pair008,pair008:task36:step5,0,0,True,1,4,3.23954664
pair008,pair008:task36:step6,6,6,True,1,3,2.89141272
pair008,pair008:task36:step7,7,7,True,1,2,3.26781268
pair008,pair008:task36:step8,8,8,True,1,1,3.30490486
pair008,pair008:task38:step1,6,6,True,1,10,3.60225815
pair008,pair008:task38:step10,0,0,True,1,1,3.32837926
pair008,pair008:task38:step2,8,10,False,6,9,3.50088237
pair008,pair008:task38:step3,9,9,True,1,8,3.49232658
pair008,pair008:task38:step4,8,5,False,2,7,3.41525091
pair008,pair008:task38:step5,4,4,True,1,6,3.51307891
pair008,pair008:task38:step6,3,3,True,1,5,3.37160948
pair008,pair008:task38:step7,2,8,False,3,4,3.24280596
pair008,pair008:task38:step8,2,2,True,1,3,2.84998349
pair008,pair008:task38:step9,1,1,True,1,2,3.3811146
pair010,pair010:task0:step1,454,377,False,12,794,2.62434789
pair010,pair010:task0:step10,387,402,False,20,785,2.86619699
pair010,pair010:task0:step100,229,232,False,2,695,2.8701883
pair010,pair010:task0:step101,238,238,True,1,694,2.6264132
pair010,pair010:task0:step102,229,244,False,3,693,2.70603171
pair010,pair010:task0:step103,177,249,False,2,692,2.09620181
pair010,pair010:task0:step104,255,255,True,1,691,3.17670811
pair010,pair010:task0:step105,229,237,False,16,690,2.26542964
pair010,pair010:task0:step106,216,225,False,18,689,2.85125556
pair010,pair010:task0:step107,177,220,False,5,688,2.89094612
pair010,pair010:task0:step108,229,216,False,2,687,3.17158325
pair010,pair010:task0:step109,177,207,False,11,686,2.9259204
pair010,pair010:task0:step11,387,391,False,17,784,2.91876425
pair010,pair010:task0:step110,212,200,False,2,685,3.25098288
pair010,pair010:task0:step111,177,196,False,4,684,2.54312071
pair010,pair010:task0:step112,177,193,False,6,683,3.46522695
pair010,pair010:task0:step113,180,187,False,18,682,2.34312354
pair010,pair010:task0:step114,180,206,False,31,681,3.2055493
pair010,pair010:task0:step115,212,201,False,12,680,3.17824124
pair010,pair010:task0:step116,180,215,False,3,679,2.57618302
pair010,pair010:task0:step117,177,218,False,12,678,2.88054819
pair010,pair010:task0:step118,212,212,True,1,677,3.11892809
pair010,pair010:task0:step119,229,149,False,15,676,2.64067448
pair010,pair010:task0:step12,336,387,False,4,783,2.61447191
pair010,pair010:task0:step120,146,154,False,3,675,2.57897241
pair010,pair010:task0:step121,156,160,False,8,674,3.13518439
pair010,pair010:task0:step122,156,156,True,1,673,4.35151341
pair010,pair010:task0:step123,119,161,False,3,672,3.33721267
pair010,pair010:task0:step124,164,164,True,1,671,2.42644841
pair010,pair010:task0:step125,177,170,False,13,670,3.48636127
pair010,pair010:task0:step126,177,177,True,1,669,4.10614931
pair010,pair010:task0:step127,180,180,True,1,668,2.97655365
pair010,pair010:task0:step128,181,171,False,12,667,2.11770353
pair010,pair010:task0:step129,185,183,False,8,666,2.34489946
pair010,pair010:task0:step13,454,381,False,12,782,2.59140463
pair010,pair010:task0:step130,185,185,True,1,665,2.89870546
pair010,pair010:task0:step131,119,204,False,12,664,2.39783204
pair010,pair010:task0:step132,221,199,False,3,663,2.41137177
pair010,pair010:task0:step133,119,190,False,4,662,2.086802
pair010,pair010:task0:step134,119,195,False,4,661,2.11707188
pair010,pair010:task0:step135,119,186,False,2,660,1.87386943
pair010,pair010:task0:step136,119,95,False,93,659,2.50425564
pair010,pair010:task0:step137,119,91,False,4,658,4.00769552
pair010,pair010:task0:step138,119,99,False,2,657,2.74323011
pair010,pair010:task0:step139,119,92,False,13,656,2.8837288
pair010,pair010:task0:step14,454,393,False,9,781,2.82084417
pair010,pair010:task0:step140,96,87,False,5,655,2.73312725
pair010,pair010:task0:step141,119,96,False,7,654,3.00019448
pair010,pair010:task0:step142,119,98,False,8,653,3.96192342
pair010,pair010:task0:step143,119,105,False,2,652,4.18766446
pair010,pair010:task0:step144,119,110,False,2,651,3.59700011
pair010,pair010:task0:step145,119,116,False,3,650,4.02943497
pair010,pair010:task0:step146,119,122,False,11,649,3.77596875
pair010,pair010:task0:step147,119,128,False,8,648,4.01014656
pair010,pair010:task0:step148,119,121,False,11,647,4.28022339
pair010,pair010:task0:step149,119,132,False,4,646,4.16781878
pair010,pair010:task0:step15,454,386,False,7,780,2.98133739
pair010,pair010:task0:step150,119,137,False,5,645,3.54738535
pair010,pair010:task0:step151,119,150,False,7,644,4.35571913
pair010,pair010:task0:step152,119,155,False,6,643,3.35390995
pair010,pair010:task0:step153,119,143,False,7,642,3.9045415
pair010,pair010:task0:step154,119,145,False,2,641,3.82207636
pair010,pair010:task0:step155,119,181,False,3,640,3.47568534
pair010,pair010:task0:step156,188,189,False,11,639,2.36507297
pair010,pair010:task0:step157,188,192,False,5,638,2.80831684
pair010,pair010:task0:step158,188,188,True,1,637,2.95082465
pair010,pair010:task0:step159,184,184,True,1,636,2.3894616
pair010,pair010:task0:step16,454,368,False,23,779,2.81754478
pair010,pair010:task0:step160,119,178,False,3,635,2.58634806
pair010,pair010:task0:step161,119,175,False,9,634,3.13902221
pair010,pair010:task0:step162,119,172,False,4,633,3.18138475
pair010,pair010:task0:step163,119,167,False,2,632,3.06618103
pair010,pair010:task0:step164,119,162,False,3,631,3.43620866
pair010,pair010:task0:step165,119,158,False,2,630,3.26724642
pair010,pair010:task0:step166,119,176,False,10,629,3.53884038
pair010,pair010:task0:step167,119,179,False,4,628,2.88669143
pair010,pair010:task0:step168,119,209,False,12,627,2.90617781
pair010,pair010:task0:step169,229,224,False,3,626,3.12746779
pair010,pair010:task0:step17,336,419,False,65,778,2.70667256
pair010,pair010:task0:step170,229,233,False,2,625,3.17884405
pair010,pair010:task0:step171,229,229,True,1,624,2.44074664
pair010,pair010:task0:step172,280,197,False,2,623,1.84248073
pair010,pair010:task0:step173,173,173,True,1,622,2.03153621
pair010,pair010:task0:step174,119,140,False,20,621,2.48116891
pair010,pair010:task0:step175,135,146,False,2,620,3.18574351
pair010,pair010:task0:step176,119,142,False,8,619,2.63105531
pair010,pair010:task0:step177,119,131,False,4,618,2.75737839
pair010,pair010:task0:step178,119,136,False,3,617,4.13950288
pair010,pair010:task0:step179,127,127,True,1,616,2.45862163
pair010,pair010:task0:step18,454,423,False,19,777,3.56557063
pair010,pair010:task0:step180,119,119,True,1,615,4.41172587
pair010,pair010:task0:step181,112,112,True,1,614,1.98610916
pair010,pair010:task0:step182,135,120,False,4,613,2.6449489
pair010,pair010:task0:step183,135,111,False,4,612,2.68727083
pair010,pair010:task0:step184,123,118,False,4,611,1.88808813
pair010,pair010:task0:step185,123,123,True,1,610,1.98935596
pair010,pair010:task0:step186,133,133,True,1,609,1.6497151
pair010,pair010:task0:step187,124,124,True,1,608,1.59938314
pair010,pair010:task0:step188,117,117,True,1,607,1.69865845
pair010,pair010:task0:step189,138,138,True,1,606,1.13845024
pair010,pair010:task0:step19,459,427,False,17,776,3.5753017
pair010,pair010:task0:step190,135,151,False,3,605,1.70012733
pair010,pair010:task0:step191,144,147,False,5,604,1.27466037
pair010,pair010:task0:step192,144,144,True,1,603,2.03120386
pair010,pair010:task0:step193,135,139,False,3,602,2.62121897
pair010,pair010:task0:step194,135,152,False,2,601,2.04949127
pair010,pair010:task0:step195,135,134,False,7,600,1.85081207
pair010,pair010:task0:step196,135,129,False,6,599,2.57607687
pair010,pair010:task0:step197,135,106,False,10,598,2.85105703
pair010,pair010:task0:step198,97,103,False,8,597,2.40661559
pair010,pair010:task0:step199,97,97,True,1,596,2.37424299
pair010,pair010:task0:step2,454,372,False,6,793,2.6031854
pair010,pair010:task0:step20,454,436,False,8,775,3.92817702
pair010,pair010:task0:step200,94,94,True,1,595,2.0960813
pair010,pair010:task0:step201,85,90,False,8,594,2.28668057
pair010,pair010:task0:step202,85,86,False,9,593,2.60340512
pair010,pair010:task0:step203,85,75,False,7,592,2.79291736
pair010,pair010:task0:step204,85,80,False,5,591,1.95685182
pair010,pair010:task0:step205,54,70,False,5,590,1.77152676
pair010,pair010:task0:step206,85,60,False,7,589,2.04387147
pair010,pair010:task0:step207,54,54,True,1,588,2.28676828
pair010,pair010:task0:step208,51,45,False,14,587,2.40968501
pair010,pair010:task0:step209,41,50,False,6,586,2.70649928
pair010,pair010:task0:step21,459,440,False,11,774,3.76955921
pair010,pair010:task0:step210,41,22,False,33,585,2.49889525
pair010,pair010:task0:step211,16,25,False,2,584,2.41212237
pair010,pair010:task0:step212,41,30,False,10,583,2.14887947
pair010,pair010:task0:step213,51,67,False,41,582,2.52296788
pair010,pair010:task0:step214,62,52,False,14,581,2.02667305
pair010,pair010:task0:step215,73,57,False,2,580,2.26115074
pair010,pair010:task0:step216,62,62,True,1,579,2.17637859
pair010,pair010:task0:step217,73,48,False,9,578,2.24560607
pair010,pair010:task0:step218,73,43,False,5,577,2.11203078
pair010,pair010:task0:step219,73,38,False,7,576,1.86568512
pair010,pair010:task0:step22,454,444,False,5,773,4.15675103
pair010,pair010:task0:step220,73,77,False,28,575,2.13536171
pair010,pair010:task0:step221,82,37,False,24,574,2.0545615
pair010,pair010:task0:step222,51,42,False,8,573,2.20176266
pair010,pair010:task0:step223,61,11,False,27,572,1.76744662
pair010,pair010:task0:step224,5,14,False,5,571,2.63880215
pair010,pair010:task0:step225,8,23,False,10,570,1.98586897
pair010,pair010:task0:step226,5,20,False,3,569,2.25285673
pair010,pair010:task0:step227,8,17,False,2,568,2.08381196
pair010,pair010:task0:step228,5,5,True,1,567,2.24004006
pair010,pair010:task0:step229,2,2,True,1,566,2.40889165
pair010,pair010:task0:step23,452,447,False,11,772,2.93149889
pair010,pair010:task0:step230,8,1,False,2,565,1.80047762
pair010,pair010:task0:step231,8,0,False,4,564,2.36339043
pair010,pair010:task0:step232,8,8,True,1,563,2.19236093
pair010,pair010:task0:step233,16,26,False,4,562,1.30428786
pair010,pair010:task0:step234,31,31,True,1,561,1.7996201
pair010,pair010:task0:step235,73,82,False,14,560,1.77772666
pair010,pair010:task0:step236,104,78,False,6,559,2.31331428
pair010,pair010:task0:step237,83,73,False,3,558,2.60700246
pair010,pair010:task0:step238,83,88,False,11,557,2.14626072
pair010,pair010:task0:step239,83,83,True,1,556,2.96590649
pair010,pair010:task0:step24,439,442,False,3,771,2.57697329
pair010,pair010:task0:step240,79,89,False,2,555,2.15802906
pair010,pair010:task0:step241,79,79,True,1,554,2.16155089
pair010,pair010:task0:step242,53,68,False,3,553,1.91972865
pair010,pair010:task0:step243,53,63,False,5,552,2.03480622
pair010,pair010:task0:step244,53,58,False,9,551,2.61451674
pair010,pair010:task0:step245,53,53,True,1,550,2.85162564
pair010,pair010:task0:step246,49,49,True,1,549,2.07539733
pair010,pair010:task0:step247,39,44,False,2,548,2.26906043
pair010,pair010:task0:step248,39,39,True,1,547,2.20041767
pair010,pair010:task0:step249,9,32,False,7,546,1.82679401
pair010,pair010:task0:step25,454,434,False,16,770,4.1064366
pair010,pair010:task0:step250,9,27,False,4,545,1.95907938
pair010,pair010:task0:step251,12,64,False,10,544,2.14328725
pair010,pair010:task0:step252,59,69,False,3,543,2.13430751
pair010,pair010:task0:step253,59,74,False,2,542,1.78695277
pair010,pair010:task0:step254,59,59,True,1,541,1.72688115
pair010,pair010:task0:step255,12,208,False,19,540,1.47668919
pair010,pair010:task0:step256,213,213,True,1,539,2.28561153
pair010,pair010:task0:step257,230,259,False,2,538,1.18297545
pair010,pair010:task0:step258,260,230,False,6,537,1.67139608
pair010,pair010:task0:step259,260,294,False,5,536,1.4784504
pair010,pair010:task0:step26,454,430,False,9,769,4.11336761
pair010,pair010:task0:step260,308,289,False,2,535,2.47275548
pair010,pair010:task0:step261,280,284,False,3,534,2.99131097
pair010,pair010:task0:step262,308,271,False,4,533,2.51966608
pair010,pair010:task0:step263,280,264,False,2,532,2.82922133
pair010,pair010:task0:step264,280,280,True,1,531,2.66461303
pair010,pair010:task0:step265,275,275,True,1,530,2.07757805
pair010,pair010:task0:step266,308,269,False,3,529,2.45593587
pair010,pair010:task0:step267,308,283,False,8,528,2.51044209
pair010,pair010:task0:step268,308,279,False,2,527,2.88362048
pair010,pair010:task0:step269,308,274,False,4,526,2.24228834
pair010,pair010:task0:step27,454,413,False,7,768,3.43176872
pair010,pair010:task0:step270,308,291,False,5,525,2.54195628
pair010,pair010:task0:step271,308,268,False,28,524,2.36918502
pair010,pair010:task0:step272,308,303,False,2,523,2.38407675
pair010,pair010:task0:step273,332,297,False,3,522,2.1499849
pair010,pair010:task0:step274,308,258,False,55,521,2.56348262
pair010,pair010:task0:step275,253,253,True,1,520,2.62078616
pair010,pair010:task0:step276,242,235,False,12,519,1.75711471
pair010,pair010:task0:step277,228,231,False,5,518,2.00261846
pair010,pair010:task0:step278,223,228,False,2,517,2.22306253
pair010,pair010:task0:step279,223,223,True,1,516,2.09043476
pair010,pair010:task0:step28,417,411,False,5,767,2.57600003
pair010,pair010:task0:step280,242,248,False,2,515,1.50938638
pair010,pair010:task0:step281,242,242,True,1,514,1.98466849
pair010,pair010:task0:step282,221,263,False,2,513,1.83672067
pair010,pair010:task0:step283,308,270,False,2,512,2.1204926
pair010,pair010:task0:step284,308,298,False,3,511,2.12072865
pair010,pair010:task0:step285,308,254,False,6,510,2.868746
pair010,pair010:task0:step286,308,355,False,40,509,1.86358894
pair010,pair010:task0:step287,332,349,False,5,508,2.72750434
pair010,pair010:task0:step288,332,374,False,6,507,2.74706396
pair010,pair010:task0:step289,454,379,False,2,506,2.52720746
pair010,pair010:task0:step29,410,422,False,4,766,2.60189976
pair010,pair010:task0:step290,369,385,False,11,505,2.67092974
pair010,pair010:task0:step291,410,389,False,15,504,2.574181
pair010,pair010:task0:step292,410,395,False,4,503,2.62591749
pair010,pair010:task0:step293,454,401,False,15,502,3.16808749
pair010,pair010:task0:step294,454,410,False,6,501,3.42096114
pair010,pair010:task0:step295,454,407,False,12,500,3.39068206
pair010,pair010:task0:step296,454,399,False,12,499,3.38112875
pair010,pair010:task0:step297,454,416,False,11,498,3.42487974
pair010,pair010:task0:step298,454,452,False,2,497,3.89733731
pair010,pair010:task0:step299,459,459,True,1,496,3.75040672
pair010,pair010:task0:step3,336,367,False,10,792,2.81405474
pair010,pair010:task0:step30,459,415,False,17,765,2.85828464
pair010,pair010:task0:step300,454,462,False,2,495,4.27398278
pair010,pair010:task0:step301,498,470,False,5,494,2.84367091
pair010,pair010:task0:step302,498,478,False,4,493,2.83491476
pair010,pair010:task0:step303,498,482,False,7,492,3.56831028
pair010,pair010:task0:step304,498,487,False,8,491,3.89646947
pair010,pair010:task0:step305,498,491,False,4,490,3.83444118
pair010,pair010:task0:step306,498,498,True,1,489,4.15179212
pair010,pair010:task0:step307,454,501,False,3,488,3.32387936
pair010,pair010:task0:step308,454,509,False,2,487,3.02593193
pair010,pair010:task0:step309,454,521,False,10,486,3.27031107
pair010,pair010:task0:step31,417,418,False,14,764,2.80664273
pair010,pair010:task0:step310,454,527,False,4,485,3.16566986
pair010,pair010:task0:step311,454,533,False,9,484,2.52294479
pair010,pair010:task0:step312,545,556,False,14,483,3.07025027
pair010,pair010:task0:step313,635,550,False,15,482,2.82858211
pair010,pair010:task0:step314,551,541,False,9,481,2.68804128
pair010,pair010:task0:step315,544,554,False,19,480,2.29241542
pair010,pair010:task0:step316,544,559,False,2,479,2.54103692
pair010,pair010:task0:step317,603,553,False,5,478,2.31723377
pair010,pair010:task0:step318,598,548,False,13,477,2.42529377
pair010,pair010:task0:step319,598,540,False,15,476,2.5081898
pair010,pair010:task0:step32,452,414,False,11,763,3.169477
pair010,pair010:task0:step320,532,532,True,1,475,2.4496391
pair010,pair010:task0:step321,544,520,False,7,474,2.14206074
pair010,pair010:task0:step322,505,513,False,6,473,2.31637852
pair010,pair010:task0:step323,505,519,False,6,472,2.63967309
pair010,pair010:task0:step324,454,514,False,12,471,2.59729387
